Service Level 1,Service Level 2,Service Level 3,Service Level 4,Service Level 5
Databases,Azure Database for MySQL,,Azure Database for MySQL General Purpose - Compute Gen4 (Legacy),MP2
Databases,Azure Database for MySQL,,Azure Database for MySQL General Purpose - Compute Gen4 (Legacy),MS3
Databases,Azure Database for MySQL,,Azure Database for MySQL General Purpose - Compute Gen4 (Legacy),MS4
Databases,Azure Database for MySQL,,Azure Database for MySQL General Purpose - Compute Gen4 (Legacy),MS5
Databases,Azure Database for MySQL,,Azure Database for MySQL General Purpose - Compute Gen4 (Legacy),MS6
Databases,Azure Database for MySQL,,Azure Database for MySQL General Purpose - Compute Gen5 (Legacy),MP1
Databases,Azure Database for MySQL,,Azure Database for MySQL General Purpose - Compute Gen5 (Legacy),MP2
Databases,Azure Database for MySQL,,Azure Database for MySQL General Purpose - Compute Gen5 (Legacy),MS3
Databases,Azure Database for MySQL,,Azure Database for MySQL General Purpose - Compute Gen5 (Legacy),MS4
Databases,Azure Database for MySQL,,Azure Database for MySQL General Purpose - Compute Gen5 (Legacy),MS5
Databases,Azure Database for MySQL,,Azure Database for MySQL General Purpose - Compute Gen5 (Legacy),MS6
Databases,Azure Database for MySQL,,Azure Database for MySQL General Purpose - Large-Scale Storage,General Purpose
Databases,Azure Database for MySQL,,Azure Database for MySQL General Purpose - Storage (Legacy),General Purpose
Databases,Azure Database for MySQL,,Azure Database for MySQL Memory And Storage Optimized - Compute Gen5,1 vCore
Databases,Azure Database for MySQL,,Azure Database for MySQL Memory Optimized - Storage,Memory Optimized
Databases,Azure Database for MySQL,,Azure Database for MySQL Single Server - Backup Storage,Backup
Databases,Azure Database for MySQL,,Azure Database for MySQL Single Server Basic - Compute Gen4,1 vCore
Databases,Azure Database for MySQL,,Azure Database for MySQL Single Server Basic - Compute Gen4,2 vCore
Databases,Azure Database for MySQL,,Azure Database for MySQL Single Server Basic - Compute Gen5,1 vCore
Databases,Azure Database for MySQL,,Azure Database for MySQL Single Server Basic - Compute Gen5,2 vCore
Databases,Azure Database for MySQL,,Azure Database for MySQL Single Server Basic - Storage,Basic
Databases,Azure Database for MySQL,,Azure Database for MySQL Single Server Basic Storage,Basic
Databases,Azure Database for MySQL,,Azure Database for MySQL Single Server General Purpose - Compute Gen4,1 vCore
Databases,Azure Database for MySQL,,Azure Database for MySQL Single Server General Purpose - Compute Gen4,vCore
Databases,Azure Database for MySQL,,Azure Database for MySQL Single Server General Purpose - Compute Gen5,1 vCore
Databases,Azure Database for MySQL,,Azure Database for MySQL Single Server General Purpose - Compute Gen5,vCore
Databases,Azure Database for MySQL,,Azure Database for MySQL Single Server General Purpose - Storage,General Purpose
Databases,Azure Database for MySQL,,Azure Database for MySQL Single Server Memory Optimized - Compute Gen5,1 vCore
Databases,Azure Database for MySQL,,Azure Database for MySQL Single Server Memory Optimized - Compute Gen5,vCore
Databases,Azure Database for MySQL,,Azure Database for MySQL Standard Compute,Standard
Databases,Azure Database for MySQL,,Azure Database for MySQL Standard Storage,Standard
Databases,Azure Database for MySQL,,Azure Database for MySQL Storage Optimized - Compute Gen5,1 vCore
Databases,Azure Database for MySQL,,Azure Database for MySQL Flexible Server Memory Optimized  Edsv4 Series Compute,1 vCore
Databases,Azure Database for MySQL,,Business Critical,Standard_E104id_v5
Databases,Azure Database for MySQL,,Business Critical,Standard_E16d_v5
Databases,Azure Database for MySQL,,Business Critical,Standard_E20d_v5
Databases,Azure Database for MySQL,,Business Critical,Standard_E2d_v5
Databases,Azure Database for MySQL,,Business Critical,Standard_E32d_v5
Databases,Azure Database for MySQL,,Business Critical,Standard_E48d_v5
Databases,Azure Database for MySQL,,Business Critical,Standard_E4d_v5
Databases,Azure Database for MySQL,,Business Critical,Standard_E64d_v5
Databases,Azure Database for MySQL,,Business Critical,Standard_E8d_v5
Databases,Azure Database for MySQL,,Business Critical,Standard_E96d_v5
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Compute Reservation,Standard
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Flexible Server Backup Storage,Backup Storage
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Flexible Server Burstable BS Series Compute,B1MS
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Flexible Server Burstable BS Series Compute,B2s
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Flexible Server Burstable BS Series Compute,Basic
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Flexible Server General Purpose Ddsv4 Series Compute,1 vCore
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Flexible Server General Purpose Dsv3 Series Compute,1 vCore
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Flexible Server Storage,Storage
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL General Purpose - Large-Scale Storage,General Purpose
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Hyperscale (Citus) Backup Storage,Backup
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Hyperscale (Citus) Backup Storage,Free
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Hyperscale (Citus) Compute - Coordinator Node,1 vCore
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Hyperscale (Citus) Compute - Coordinator Node,96 vCores
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Hyperscale (Citus) Compute - Coordinator Node,Free
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Hyperscale (Citus) Compute - Coordinator Node,vCore
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Hyperscale (Citus) Compute - Worker Node,1 vCore
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Hyperscale (Citus) Compute - Worker Node,104 vCores
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Hyperscale (Citus) Compute - Worker Node,96 vCores
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Hyperscale (Citus) Compute - Worker Node,Free
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Hyperscale (Citus) Compute - Worker Node,vCore
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Hyperscale (Citus) General Purpose Storage,Free
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Hyperscale (Citus) General Purpose Storage,General Purpose
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Hyperscale (Citus) High Performance Storage,High Performance
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Memory And Storage Optimized - Compute Gen5,1 vCore
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Memory Optimized - Storage,Memory Optimized
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Single Server - Backup Storage,Backup
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Single Server Basic - Compute Gen4,1 vCore
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Single Server Basic - Compute Gen4,2 vCore
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Single Server Basic - Compute Gen5,1 vCore
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Single Server Basic - Compute Gen5,2 vCore
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Single Server Basic - Storage,Basic
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Single Server Basic Storage,Basic
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Single Server General Purpose - Compute Gen4,1 vCore
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Single Server General Purpose - Compute Gen5,1 vCore
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Single Server General Purpose - Compute Gen5,vCore
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Single Server General Purpose - Storage,General Purpose
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Single Server Memory Optimized - Compute Gen5,1 vCore
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Single Server Memory Optimized - Compute Gen5,vCore
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Standard Compute,Standard
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Standard Storage,Standard
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Storage Optimized - Compute Gen5,1 vCore
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Flexible Server Memory Optimized Edsv4 Series Compute,1 vCore
Databases,Azure Database for PostgreSQL,,Azure Database for PostgreSQL Flexible Server Memory Optimized Esv3 Series Compute,1 vCore
Databases,Azure Database Migration Service,,Azure Database Migration Service Basic Compute,1 vCore
Databases,Azure Database Migration Service,,Azure Database Migration Service Basic Compute,2 vCore
Databases,Azure Database Migration Service,,Azure Database Migration Service General Purpose Compute,16 vCore
Databases,Azure Database Migration Service,,Azure Database Migration Service General Purpose Compute,4 vCore
Databases,Azure Database Migration Service,,Azure Database Migration Service General Purpose Compute,8 vCore
Databases,Azure Database Migration Service,,Azure Database Migration Service General Purpose Storage,General Purpose
Databases,Azure Database Migration Service,,Azure Database Migration Service Premium Compute,16 vCore
Databases,Azure Database Migration Service,,Azure Database Migration Service Premium Compute,4 vCore
Databases,Azure Database Migration Service,,Azure Database Migration Service Premium Compute,8 vCore
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,Backup
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,D15s_v2
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,D16as_v4
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,D16ds_v4
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,D16s_v4
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,D32as_v4
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,D32ds_v4
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,D32s_v4
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,D8as_v4
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,D8ds_v4
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,D8s_v4
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,DS13_v2
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,DS4_v2
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,DS5_v2
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,E16_v4
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,E16as_v4
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,E16ds_v4
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,E20_v4
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,E20as_v4
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,E20ds_v4
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,E32_v4
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,E32as_v4
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,E32ds_v4
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,E8_v4
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,E8as_v4
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,E8ds_v4
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,L16s_v2
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,L32s_v2
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,L8s_v2
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,NP10s
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,NP20s
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,P30
Databases,Azure Managed Instance for Apache Cassandra,,Azure Managed Instance for Apache Cassandra - Compute,VM Instance
Databases,Azure SQL Edge,,Azure SQL Edge,Standard
Databases,Azure SQL Edge,,Azure SQL Edge Reservation Free Meter,Standard
Databases,Cache,,Azure MemCache Basic,Basic
Databases,Cache,,Azure MemCache Premium,Premium
Databases,Cache,,Azure MemCache Standard,Standard
Databases,Hybrid Data Services,,Hybrid Data Services SQL License,vCore
Databases,MySQL Database on Azure,,MySQL Database on Azure Free,Free
Databases,MySQL Database on Azure,,MySQL Database on Azure Premium,MP1
Databases,MySQL Database on Azure,,MySQL Database on Azure Premium,MP2
Databases,MySQL Database on Azure,,MySQL Database on Azure Standard,MS1
Databases,MySQL Database on Azure,,MySQL Database on Azure Standard,MS2
Databases,MySQL Database on Azure,,MySQL Database on Azure Standard,MS3
Databases,MySQL Database on Azure,,MySQL Database on Azure Standard,MS4
Databases,MySQL Database on Azure,,MySQL Database on Azure Standard,MS5
Databases,MySQL Database on Azure,,MySQL Database on Azure Standard,MS6
Databases,Redis Cache,,Azure Redis Cache Basic,C0
Databases,Redis Cache,,Azure Redis Cache Basic,C1
Databases,Redis Cache,,Azure Redis Cache Basic,C2
Databases,Redis Cache,,Azure Redis Cache Basic,C3
Databases,Redis Cache,,Azure Redis Cache Basic,C4
Databases,Redis Cache,,Azure Redis Cache Basic,C5
Databases,Redis Cache,,Azure Redis Cache Basic,C6
Databases,Redis Cache,,Azure Redis Cache Enterprise,E1
Databases,Redis Cache,,Azure Redis Cache Enterprise,E1 Internal
Databases,Redis Cache,,Azure Redis Cache Enterprise,E10
Databases,Redis Cache,,Azure Redis Cache Enterprise,E10 Internal
Databases,Redis Cache,,Azure Redis Cache Enterprise,E100
Databases,Redis Cache,,Azure Redis Cache Enterprise,E100 Internal
Databases,Redis Cache,,Azure Redis Cache Enterprise,E20
Databases,Redis Cache,,Azure Redis Cache Enterprise,E20 Internal
Databases,Redis Cache,,Azure Redis Cache Enterprise,E50
Databases,Redis Cache,,Azure Redis Cache Enterprise,E50 Internal
Databases,Redis Cache,,Azure Redis Cache Enterprise Flash,F1500
Databases,Redis Cache,,Azure Redis Cache Enterprise Flash,F1500 Internal
Databases,Redis Cache,,Azure Redis Cache Enterprise Flash,F300
Databases,Redis Cache,,Azure Redis Cache Enterprise Flash,F300 Internal
Databases,Redis Cache,,Azure Redis Cache Enterprise Flash,F700
Databases,Redis Cache,,Azure Redis Cache Enterprise Flash,F700 Internal
Databases,Redis Cache,,Azure Redis Cache General Purpose,G0
Databases,Redis Cache,,Azure Redis Cache General Purpose,G1
Databases,Redis Cache,,Azure Redis Cache General Purpose,G10
Databases,Redis Cache,,Azure Redis Cache General Purpose,G100
Databases,Redis Cache,,Azure Redis Cache General Purpose,G20
Databases,Redis Cache,,Azure Redis Cache General Purpose,G3
Databases,Redis Cache,,Azure Redis Cache General Purpose,G5
Databases,Redis Cache,,Azure Redis Cache General Purpose,G50
Databases,Redis Cache,,Azure Redis Cache Isolated,I100
Databases,Redis Cache,,Azure Redis Cache Memory Optimized,M10
Databases,Redis Cache,,Azure Redis Cache Memory Optimized,M100
Databases,Redis Cache,,Azure Redis Cache Memory Optimized,M20
Databases,Redis Cache,,Azure Redis Cache Memory Optimized,M200
Databases,Redis Cache,,Azure Redis Cache Memory Optimized,M30
Databases,Redis Cache,,Azure Redis Cache Memory Optimized,M300
Databases,Redis Cache,,Azure Redis Cache Memory Optimized,M50
Databases,Redis Cache,,Azure Redis Cache Premium,P1
Databases,Redis Cache,,Azure Redis Cache Premium,P2
Databases,Redis Cache,,Azure Redis Cache Premium,P3
Databases,Redis Cache,,Azure Redis Cache Premium,P4
Databases,Redis Cache,,Azure Redis Cache Premium,P5
Databases,Redis Cache,,Azure Redis Cache Premium,Premium
Databases,Redis Cache,,Azure Redis Cache Standard,C0
Databases,Redis Cache,,Azure Redis Cache Standard,C1
Databases,Redis Cache,,Azure Redis Cache Standard,C2
Databases,Redis Cache,,Azure Redis Cache Standard,C3
Databases,Redis Cache,,Azure Redis Cache Standard,C4
Databases,Redis Cache,,Azure Redis Cache Standard,C5
Databases,Redis Cache,,Azure Redis Cache Standard,C6
Databases,Redis Cache,,Azure Redis Cache Standard,Standard
Databases,Redis Cache,,Redis Cache Reservation,Standard
Databases,SQL Data Warehouse,,SQL Data Warehouse Compute Optimized Gen1,DWU100
Databases,SQL Data Warehouse,,SQL Data Warehouse Compute Optimized Gen2,DW100c
Databases,SQL Database,,Basic Elastic Database,Basic
Databases,SQL Database,,Premium Elastic Database,Premium
Databases,SQL Database,,SQL Database - LTR Backup Storage,Backup
Databases,SQL Database,,SQL Database - SQL Server Azure Hybrid Benefit - Enterprise Edition,Enterprise License AHB
Databases,SQL Database,,SQL Database - SQL Server Azure Hybrid Benefit - Standard Edition,Standard License AHB
Databases,SQL Database,,SQL Database Business Edition,Database
Databases,SQL Database,,SQL Database Compute Reservation,Standard
Databases,SQL Database,,SQL Database Elastic Pool - Basic,1 DTU
Databases,SQL Database,,SQL Database Elastic Pool - Premium,1 DTU
Databases,SQL Database,,SQL Database Elastic Pool - Premium RS,1 DTU
Databases,SQL Database,,SQL Database Elastic Pool - Standard,1 DTU
Databases,SQL Database,,SQL Database Hyperscale - LTR Backup Storage,Backup
Databases,SQL Database,,SQL Database Managed Instance Business Critical - SQL License,vCore
Databases,SQL Database,,SQL Database Managed Instance General Purpose - SQL License,vCore
Databases,SQL Database,,SQL Database Premium,Premium
Databases,SQL Database,,SQL Database Premium - Storage,Premium
Databases,SQL Database,,SQL Database Single Basic,B
Databases,SQL Database,,SQL Database Single Free,Free
Databases,SQL Database,,SQL Database Single General Purpose - Serverless - Compute DC-Series,1 vCore
Databases,SQL Database,,SQL Database Single General Purpose - Serverless - Compute DC-Series,2 vCore
Databases,SQL Database,,SQL Database Single General Purpose - Serverless - Compute DC-Series,4 vCore
Databases,SQL Database,,SQL Database Single General Purpose - Serverless - Compute DC-Series,6 vCore
Databases,SQL Database,,SQL Database Single General Purpose - Serverless - Compute DC-Series,8 vCore
Databases,SQL Database,,SQL Database Single General Purpose - Serverless - Compute Gen4,1 vCore
Databases,SQL Database,,SQL Database Single General Purpose - Serverless - Compute Gen5,1 vCore
Databases,SQL Database,,SQL Database Single Premium,P1
Databases,SQL Database,,SQL Database Single Premium,P11
Databases,SQL Database,,SQL Database Single Premium,P15
Databases,SQL Database,,SQL Database Single Premium,P2
Databases,SQL Database,,SQL Database Single Premium,P4
Databases,SQL Database,,SQL Database Single Premium,P6
Databases,SQL Database,,SQL Database Single Premium RS,PRS1
Databases,SQL Database,,SQL Database Single Premium RS,PRS11
Databases,SQL Database,,SQL Database Single Premium RS,PRS15
Databases,SQL Database,,SQL Database Single Premium RS,PRS2
Databases,SQL Database,,SQL Database Single Premium RS,PRS4
Databases,SQL Database,,SQL Database Single Premium RS,PRS6
Databases,SQL Database,,SQL Database Single Serverless Hyperscale General Purpose,1 vCore
Databases,SQL Database,,SQL Database Single Serverless Hyperscale General Purpose - Read Replica,1 vCore
Databases,SQL Database,,SQL Database Single Standard,10 DTU
Databases,SQL Database,,SQL Database Single Standard,S0
Databases,SQL Database,,SQL Database Single Standard,S1
Databases,SQL Database,,SQL Database Single Standard,S12
Databases,SQL Database,,SQL Database Single Standard,S2
Databases,SQL Database,,SQL Database Single Standard,S3
Databases,SQL Database,,SQL Database Single Standard,S4
Databases,SQL Database,,SQL Database Single Standard,S6
Databases,SQL Database,,SQL Database Single Standard,S7
Databases,SQL Database,,SQL Database Single Standard,S9
Databases,SQL Database,,SQL Database Single/Elastic Pool Business Critical - Compute DC-Series,1 vCore
Databases,SQL Database,,SQL Database Single/Elastic Pool Business Critical - Compute DC-Series,2 vCore
Databases,SQL Database,,SQL Database Single/Elastic Pool Business Critical - Compute DC-Series,4 vCore
Databases,SQL Database,,SQL Database Single/Elastic Pool Business Critical - Compute DC-Series,6 vCore
Databases,SQL Database,,SQL Database Single/Elastic Pool Business Critical - Compute DC-Series,8 vCore
Databases,SQL Database,,SQL Database Single/Elastic Pool Business Critical - Compute DC-Series,vCore
Databases,SQL Database,,SQL Database Single/Elastic Pool Business Critical - Compute Gen4,1 vCore
Databases,SQL Database,,SQL Database Single/Elastic Pool Business Critical - Compute Gen5,1 vCore
Databases,SQL Database,,SQL Database Single/Elastic Pool Business Critical - Compute M Series,1 vCore
Databases,SQL Database,,SQL Database Single/Elastic Pool Business Critical - SQL License,vCore
Databases,SQL Database,,SQL Database Single/Elastic Pool Business Critical - Storage,Business Critical
Databases,SQL Database,,SQL Database Single/Elastic Pool General Purpose - Compute DC-Series,1 vCore
Databases,SQL Database,,SQL Database Single/Elastic Pool General Purpose - Compute DC-Series,2 vCore
Databases,SQL Database,,SQL Database Single/Elastic Pool General Purpose - Compute DC-Series,4 vCore
Databases,SQL Database,,SQL Database Single/Elastic Pool General Purpose - Compute DC-Series,6 vCore
Databases,SQL Database,,SQL Database Single/Elastic Pool General Purpose - Compute DC-Series,8 vCore
Databases,SQL Database,,SQL Database Single/Elastic Pool General Purpose - Compute DC-Series,vCore
Databases,SQL Database,,SQL Database Single/Elastic Pool General Purpose - Compute FSv2 Series,1 vCore
Databases,SQL Database,,SQL Database Single/Elastic Pool General Purpose - Compute Gen4,1 vCore
Databases,SQL Database,,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,1 vCore
Databases,SQL Database,,SQL Database Single/Elastic Pool General Purpose - SQL License,vCore
Databases,SQL Database,,SQL Database Single/Elastic Pool General Purpose - Storage,General Purpose
Databases,SQL Database,,SQL Database Single/Elastic Pool PITR Backup Storage,Backup
Databases,SQL Database,,SQL Database SingleDB Hyperscale - Compute DC-Series,1 vCore
Databases,SQL Database,,SQL Database SingleDB Hyperscale - Compute DC-Series,2 vCore
Databases,SQL Database,,SQL Database SingleDB Hyperscale - Compute DC-Series,4 vCore
Databases,SQL Database,,SQL Database SingleDB Hyperscale - Compute DC-Series,6 vCore
Databases,SQL Database,,SQL Database SingleDB Hyperscale - Compute DC-Series,8 vCore
Databases,SQL Database,,SQL Database SingleDB Hyperscale - Compute DC-Series,vCore
Databases,SQL Database,,SQL Database SingleDB Hyperscale - Compute Gen4,1 vCore
Databases,SQL Database,,SQL Database SingleDB Hyperscale - Compute Gen5,1 vCore
Databases,SQL Database,,SQL Database SingleDB Hyperscale - Premium Series Compute,1 vCore
Databases,SQL Database,,SQL Database SingleDB Hyperscale - Premium Series Memory Optimized Compute,1 vCore
Databases,SQL Database,,SQL Database SingleDB Hyperscale - SQL License,vCore
Databases,SQL Database,,SQL Database SingleDB Hyperscale - Storage,Backup - LRS
Databases,SQL Database,,SQL Database SingleDB Hyperscale - Storage,Backup - RA-GRS
Databases,SQL Database,,SQL Database SingleDB Hyperscale - Storage,Backup - RA-GZRS
Databases,SQL Database,,SQL Database SingleDB Hyperscale - Storage,Backup - ZRS
Databases,SQL Database,,SQL Database SingleDB Hyperscale - Storage,Hyperscale
Databases,SQL Database,,SQL Database Standard - Storage,Standard
Databases,SQL Database,,SQL Database Web Edition,Database
Databases,SQL Database,,SQL Server Azure Hybrid Benefit SA Reclass - SQL DB - EE,EE
Databases,SQL Database,,SQL Server Azure Hybrid Benefit SA Reclass - SQL DB - SE,SE
Databases,SQL Database,,Standard Elastic Database,Standard
Databases,SQL DB Edge,,SQL DB Edge - SQL License,Developer Container
Databases,SQL DB Edge,,SQL DB Edge - SQL License,Premium Container
Databases,SQL DB Edge,,SQL DB Edge - SQL License,Standard Container
Databases,SQL Managed Instance,,SQL Managed Instance - LTR Backup Storage,Backup
Databases,SQL Managed Instance,,SQL Managed Instance Azure Hybrid Benefit - Enterprise Edition,Enterprise License AHB
Databases,SQL Managed Instance,,SQL Managed Instance Azure Hybrid Benefit - Standard Edition,Standard License AHB
Databases,SQL Managed Instance,,SQL Managed Instance Business Critical - Compute DC-Series,1 vCore
Databases,SQL Managed Instance,,SQL Managed Instance Business Critical - Compute DC-Series,2 vCore
Databases,SQL Managed Instance,,SQL Managed Instance Business Critical - Compute DC-Series,4 vCore
Databases,SQL Managed Instance,,SQL Managed Instance Business Critical - Compute DC-Series,6 vCore
Databases,SQL Managed Instance,,SQL Managed Instance Business Critical - Compute DC-Series,8 vCore
Databases,SQL Managed Instance,,SQL Managed Instance Business Critical - Compute Gen4,1 vCore
Databases,SQL Managed Instance,,SQL Managed Instance Business Critical - Compute Gen5,1 vCore
Databases,SQL Managed Instance,,SQL Managed Instance Business Critical - Premium Series Compute,1 vCore
Databases,SQL Managed Instance,,SQL Managed Instance Business Critical - Premium Series Memory Optimized Compute,1 vCore
Databases,SQL Managed Instance,,SQL Managed Instance Business Critical - SQL License,Azure Hybrid Benefit - Enterprise Edition
Databases,SQL Managed Instance,,SQL Managed Instance Business Critical - SQL License,vCore
Databases,SQL Managed Instance,,SQL Managed Instance Business Critical - Storage,Business Critical
Databases,SQL Managed Instance,,SQL Managed Instance General Purpose - Compute DC-Series,1 vCore
Databases,SQL Managed Instance,,SQL Managed Instance General Purpose - Compute DC-Series,2 vCore
Databases,SQL Managed Instance,,SQL Managed Instance General Purpose - Compute DC-Series,4 vCore
Databases,SQL Managed Instance,,SQL Managed Instance General Purpose - Compute DC-Series,6 vCore
Databases,SQL Managed Instance,,SQL Managed Instance General Purpose - Compute DC-Series,8 vCore
Databases,SQL Managed Instance,,SQL Managed Instance General Purpose - Compute Gen4,1 vCore
Databases,SQL Managed Instance,,SQL Managed Instance General Purpose - Compute Gen5,1 vCore
Databases,SQL Managed Instance,,SQL Managed Instance General Purpose - Premium Series Compute,1 vCore
Databases,SQL Managed Instance,,SQL Managed Instance General Purpose - Premium Series Memory Optimized Compute,1 vCore
Databases,SQL Managed Instance,,SQL Managed Instance General Purpose - SQL License,Azure Hybrid Benefit - Standard Edition
Databases,SQL Managed Instance,,SQL Managed Instance General Purpose - SQL License,vCore
Databases,SQL Managed Instance,,SQL Managed Instance General Purpose - Storage,General Purpose
Databases,SQL Managed Instance,,SQL Managed Instance Hyperscale - Compute DC-Series,1 vCore
Databases,SQL Managed Instance,,SQL Managed Instance Hyperscale - Compute DC-Series,2 vCore
Databases,SQL Managed Instance,,SQL Managed Instance Hyperscale - Compute DC-Series,4 vCore
Databases,SQL Managed Instance,,SQL Managed Instance Hyperscale - Compute DC-Series,6 vCore
Databases,SQL Managed Instance,,SQL Managed Instance Hyperscale - Compute DC-Series,8 vCore
Databases,SQL Managed Instance,,SQL Managed Instance Hyperscale - Compute Gen4,1 vCore
Databases,SQL Managed Instance,,SQL Managed Instance Hyperscale - Compute Gen5,1 vCore
Databases,SQL Managed Instance,,SQL Managed Instance Hyperscale - Compute Gen5,vCore
Databases,SQL Managed Instance,,SQL Managed Instance Hyperscale - SQL License,vCore
Databases,SQL Managed Instance,,SQL Managed Instance Hyperscale - Storage,Hyperscale
Databases,SQL Managed Instance,,SQL Managed Instance PITR Backup Storage,Backup
Databases,SQL Reporting,,SQL Reporting,Standard
Databases,SQL Server Stretch Database,,SQL Server Stretch Database,DSU100
Developer Tools,API Management,,API Management,Basic
